+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdempty_eq_comp                                                                  ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp|dffpipe9                                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp                                                                          ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_bwp                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_brp                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_dgwp|dffpipe6                                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_dgwp                                                                          ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_bwp                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_brp                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdaclr                                                                           ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|fifo_ram                                                                         ; 28    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrptr_gp                                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrptr_g1p                                                                        ; 2     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdptr_g1p                                                                        ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp_gray2bin                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrptr_g_gray2bin                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_dgwp_gray2bin                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdptr_g_gray2bin                                                                 ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated                                                                                  ; 14    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Video_In_Dual_Clock_FIFO                                                                                                                  ; 14    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder|Camera_Decoder                                                                                                                            ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|video_in_decoder                                                                                                                                           ; 19    ; 0              ; 5            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config|Serial_Bus_Controller|Serial_Config_Clock_Generator                                                                                              ; 3     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config|Serial_Bus_Controller                                                                                                                            ; 153   ; 114            ; 0            ; 114            ; 39     ; 114             ; 114           ; 114             ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config|Auto_Init_D5M_ROM                                                                                                                                ; 21    ; 23             ; 0            ; 23             ; 36     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config|AV_Config_Auto_Init                                                                                                                              ; 41    ; 1              ; 0            ; 1              ; 44     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|av_config                                                                                                                                                  ; 42    ; 0              ; 18           ; 0              ; 34     ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer                                                                                                                                               ; 59    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 36    ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|vga_controller|VGA_Timing                                                                                                                                  ; 36    ; 0              ; 1            ; 0              ; 47     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|vga_controller                                                                                                                                             ; 35    ; 0              ; 1            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_msb_mux                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_lsb_mux                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdemp_eq_comp_msb_mux                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdemp_eq_comp_lsb_mux                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_msb                                                                                                ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp_lsb                                                                                                ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp1_msb                                                                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrfull_eq_comp1_lsb                                                                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp_msb                                                                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp_lsb                                                                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp1_msb                                                                                              ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdempty_eq_comp1_lsb                                                                                              ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_dgrp|dffpipe20                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_dgrp                                                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_bwp                                                                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_brp                                                                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rs_dgwp|dffpipe16                                                                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rs_dgwp                                                                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdaclr                                                                                                            ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|fifo_ram                                                                                                          ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrptr_gp                                                                                                          ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrptr_g1p                                                                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|rdptr_g1p                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|ws_dgrp_gray2bin                                                                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated|wrptr_g_gray2bin                                                                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo|Data_FIFO|auto_generated                                                                                                                   ; 36    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|dual_clock_fifo                                                                                                                                            ; 38    ; 0              ; 2            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Width                                                                                                                                ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|wr_ptr                                                                             ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|usedw_counter                                                                      ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|rd_ptr_msb                                                                         ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|three_comparison                                                                   ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|almost_full_comparer                                                               ; 18    ; 9              ; 0            ; 9              ; 1      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo|FIFOram                                                                            ; 52    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated|dpfifo                                                                                    ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height|Multiply_Height_FIFO|auto_generated                                                                                           ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler|Multiply_Height                                                                                                                               ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_scaler                                                                                                                                               ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_rgb_resampler                                                                                                                                        ; 22    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|wr_ptr                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|usedw_counter                                                                                          ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|rd_ptr_msb                                                                                             ; 3     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|three_comparison                                                                                       ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|almost_full_comparer                                                                                   ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|FIFOram                                                                                                ; 34    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo                                                                                                        ; 22    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma|Image_Buffer|auto_generated                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|pixel_buffer_dma                                                                                                                                           ; 61    ; 0              ; 0            ; 0              ; 85     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|clock_signals                                                                                                                                              ; 2     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_memory|the_altsyncram|auto_generated                                                                                                                ; 51    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|onchip_memory                                                                                                                                              ; 54    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_jtag_debug_module_wrapper|the_de2_70_CPU_jtag_debug_module_sysclk                                              ; 43    ; 0              ; 0            ; 0              ; 51     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_jtag_debug_module_wrapper|the_de2_70_CPU_jtag_debug_module_tck                                                 ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_jtag_debug_module_wrapper                                                                                      ; 123   ; 0              ; 0            ; 0              ; 53     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_im                                                                                                   ; 97    ; 36             ; 93           ; 36             ; 48     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_pib                                                                                                  ; 39    ; 20             ; 38           ; 20             ; 19     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_fifo|the_de2_70_CPU_oci_test_bench                                                                   ; 36    ; 0              ; 36           ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_fifo|de2_70_CPU_nios2_oci_fifocount_inc_fifocount                                                    ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_fifo|de2_70_CPU_nios2_oci_fifowp_inc_fifowp                                                          ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_fifo|de2_70_CPU_nios2_oci_compute_tm_count_tm_count                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_fifo                                                                                                 ; 151   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_dtrace|de2_70_CPU_nios2_oci_trc_ctrl_td_mode                                                         ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_dtrace                                                                                               ; 107   ; 0              ; 96           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_itrace                                                                                               ; 25    ; 17             ; 23           ; 17             ; 87     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_dbrk                                                                                                 ; 92    ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_xbrk                                                                                                 ; 58    ; 5              ; 55           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_break                                                                                                ; 52    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_avalon_reg                                                                                               ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_ocimem|de2_70_CPU_ociram_sp_ram|the_altsyncram|auto_generated                                            ; 46    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_ocimem|de2_70_CPU_ociram_sp_ram                                                                          ; 46    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_ocimem                                                                                                   ; 91    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci|the_de2_70_CPU_nios2_oci_debug                                                                                                ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_nios2_oci                                                                                                                               ; 165   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|de2_70_CPU_register_bank_b|the_altsyncram|auto_generated                                                                                               ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|de2_70_CPU_register_bank_b                                                                                                                             ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|de2_70_CPU_register_bank_a|the_altsyncram|auto_generated                                                                                               ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|de2_70_CPU_register_bank_a                                                                                                                             ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu|the_de2_70_CPU_test_bench                                                                                                                              ; 284   ; 3              ; 247          ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|cpu                                                                                                                                                        ; 148   ; 1              ; 32           ; 1              ; 119    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII                                                                                                                                                            ; 18    ; 0              ; 0            ; 0              ; 70     ; 0               ; 0             ; 0               ; 37    ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
